                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    185,                0.69539,                 1.0359,                0.08095,                0.41435,                 1.1996,                0.80322,                0.80331,                0.74258,                0.26402,                 0.9999,                      1,                  0.995,                0.76553,                   2.55,                 1.0213,                0.03807,                0.75646,                 3.9051,              0.0033732,              0.0033732,              0.0033732
                    186,                0.69816,                 1.0347,                0.07991,                0.42099,                 1.2033,                0.80322,                0.80331,                0.74009,                0.26476,                 0.9999,                      1,                  0.995,                0.76594,                 2.5507,                 1.0178,                 0.0378,                0.75504,                 3.9057,              0.0033246,              0.0033246,              0.0033246
                    187,                0.69878,                  1.027,                0.07967,                0.41892,                 1.2005,                0.80157,                0.80165,                0.73478,                0.26622,                 0.9999,                      1,                  0.995,                0.76696,                 2.5526,                 1.0108,                0.03677,                0.75335,                 3.9072,              0.0032761,              0.0032761,              0.0032761
                    188,                0.69157,                 1.0139,                0.07997,                0.41086,                 1.1944,                0.80157,                0.80165,                0.73596,                0.26779,                 0.9999,                      1,                  0.995,                0.76832,                 2.5518,                 1.0095,                0.03657,                 0.7524,                 3.9068,              0.0032278,              0.0032278,              0.0032278
                    189,                0.69651,                 1.0284,                0.08106,                0.41621,                 1.1992,                0.80157,                0.80165,                0.73417,                0.26403,                 0.9999,                      1,                  0.995,                0.76862,                 2.5503,                 1.0078,                0.03651,                0.75253,                 3.9086,              0.0031797,              0.0031797,              0.0031797
                    190,                0.69336,                 1.0158,                 0.0812,                0.41722,                 1.1975,                0.80157,                0.80165,                0.73482,                0.26335,                 0.9999,                      1,                  0.995,                0.77021,                 2.5504,                 1.0071,                0.03671,                0.75395,                  3.909,              0.0031318,              0.0031318,              0.0031318
                    191,                0.69055,                 1.0091,                0.07877,                0.41584,                 1.1946,                0.80157,                0.80165,                0.73505,                0.26306,                 0.9999,                      1,                  0.995,                0.77043,                 2.5501,                 1.0051,                 0.0365,                0.75466,                 3.9108,              0.0030841,              0.0030841,              0.0030841
                    192,                0.68882,                 1.0248,                0.08001,                0.41375,                  1.196,                0.80322,                0.80331,                0.73708,                0.26429,                 0.9999,                      1,                  0.995,                0.77092,                  2.549,                 1.0025,                0.03649,                0.75491,                  3.912,              0.0030367,              0.0030367,              0.0030367
                    193,                0.67851,                0.98006,                0.07933,                0.40781,                 1.1877,                0.80157,                0.80165,                0.73695,                0.26154,                 0.9999,                      1,                  0.995,                0.77092,                 2.5496,                  1.001,                0.03681,                0.75528,                 3.9151,              0.0029894,              0.0029894,              0.0029894
                    194,                0.68156,                0.98312,                0.07754,                0.40908,                 1.1909,                0.80322,                0.80331,                0.73864,                0.26309,                 0.9999,                      1,                  0.995,                0.76989,                 2.5493,                0.99966,                0.03686,                0.75412,                  3.916,              0.0029424,              0.0029424,              0.0029424
                    195,                0.68324,                0.97661,                0.08037,                0.40652,                 1.1922,                0.80157,                0.80165,                0.73801,                0.26468,                 0.9999,                      1,                  0.995,                0.76922,                 2.5464,                0.99484,                0.03617,                0.75676,                 3.9084,              0.0028956,              0.0028956,              0.0028956
                    196,                0.67892,                 0.9694,                0.07788,                0.41197,                 1.1916,                0.79992,                    0.8,                0.74071,                0.26541,                 0.9999,                      1,                  0.995,                0.76992,                  2.547,                 0.9948,                0.03631,                0.75594,                 3.9088,              0.0028491,              0.0028491,              0.0028491
                    197,                0.68578,                0.98066,                0.07963,                0.40742,                 1.1912,                0.79992,                    0.8,                0.74291,                0.26625,                 0.9999,                      1,                  0.995,                0.76871,                 2.5441,                0.99387,                 0.0363,                0.75877,                  3.906,              0.0028027,              0.0028027,              0.0028027
                    198,                0.67453,                0.94885,                0.07864,                0.40375,                 1.1853,                0.79992,                    0.8,                0.74304,                0.26517,                 0.9999,                      1,                  0.995,                0.76951,                 2.5425,                0.99171,                0.03609,                0.76152,                 3.9029,              0.0027567,              0.0027567,              0.0027567
                    199,                0.68139,                0.95635,                0.07669,                0.40645,                 1.1901,                0.79992,                    0.8,                0.74311,                0.26532,                0.99825,                0.99835,                0.99393,                0.76901,                 2.5425,                0.99127,                0.03628,                0.76283,                 3.9042,              0.0027109,              0.0027109,              0.0027109
                    200,                0.67266,                0.93822,                0.07788,                0.40274,                 1.1848,                0.79992,                    0.8,                0.74355,                0.26496,                0.99825,                0.99835,                0.99394,                0.77099,                 2.5433,                 0.9891,                0.03665,                0.76148,                 3.9072,              0.0026653,              0.0026653,              0.0026653
                    201,                 0.6745,                0.94242,                0.07504,                0.40674,                 1.1842,                0.79992,                    0.8,                0.74462,                0.26632,                 0.9999,                      1,                  0.995,                0.77179,                 2.5442,                0.98875,                0.03621,                0.76208,                 3.9103,                0.00262,                0.00262,                0.00262
                    202,                0.66964,                0.93761,                 0.0763,                0.39887,                 1.1804,                0.79992,                    0.8,                0.74286,                0.26551,                 0.9999,                      1,                  0.995,                 0.7757,                 2.5444,                0.98725,                0.03554,                0.76168,                 3.9133,               0.002575,               0.002575,               0.002575
                    203,                 0.6694,                0.93893,                0.07505,                0.40137,                 1.1811,                0.79992,                    0.8,                0.74299,                0.26598,                0.99824,                0.99835,                0.99429,                0.77714,                 2.5449,                0.98704,                0.03578,                0.76168,                 3.9153,              0.0025302,              0.0025302,              0.0025302
                    204,                0.66906,                 0.9302,                0.07665,                0.39977,                 1.1819,                0.79992,                    0.8,                0.74154,                0.26546,                0.99824,                0.99835,                0.99432,                0.77688,                  2.545,                0.98834,                0.03627,                0.76138,                 3.9194,              0.0024858,              0.0024858,              0.0024858
                    205,                0.66483,                 0.9121,                0.07599,                 0.3987,                 1.1751,                0.79827,                0.79835,                0.73788,                 0.2656,                0.99824,                0.99835,                0.99432,                0.77884,                  2.544,                0.98708,                 0.0364,                0.76324,                  3.921,              0.0024416,              0.0024416,              0.0024416
                    206,                0.66292,                0.88698,                0.07359,                0.39771,                 1.1811,                0.79827,                0.79835,                0.73777,                0.26624,                 0.9999,                      1,                  0.995,                 0.7798,                 2.5431,                0.98585,                0.03626,                0.76294,                 3.9191,              0.0023977,              0.0023977,              0.0023977
                    207,                0.66097,                0.90016,                 0.0723,                0.39439,                 1.1753,                0.79827,                0.79835,                0.73621,                0.26635,                 0.9999,                      1,                  0.995,                0.77943,                 2.5413,                0.98328,                0.03622,                0.76553,                  3.919,               0.002354,               0.002354,               0.002354
                    208,                0.65598,                0.88028,                0.07451,                0.39379,                 1.1735,                0.79992,                    0.8,                0.73745,                0.26606,                 0.9999,                      1,                  0.995,                0.77997,                 2.5411,                0.98376,                 0.0365,                 0.7663,                 3.9187,              0.0023107,              0.0023107,              0.0023107
                    209,                0.67185,                0.89191,                0.07398,                0.40225,                 1.1833,                0.79827,                0.79835,                0.73425,                0.26607,                 0.9999,                      1,                  0.995,                 0.7814,                 2.5414,                0.98201,                0.03646,                 0.7657,                 3.9185,              0.0022677,              0.0022677,              0.0022677
                    210,                0.65391,                0.88872,                0.07338,                0.39082,                 1.1721,                0.79992,                    0.8,                0.73624,                0.26599,                 0.9999,                      1,                  0.995,                0.78143,                 2.5418,                0.98123,                0.03616,                0.76609,                 3.9198,               0.002225,               0.002225,               0.002225
                    211,                0.65477,                0.89203,                0.07208,                0.39296,                 1.1705,                0.79992,                    0.8,                0.73471,                0.26574,                 0.9999,                      1,                  0.995,                0.78242,                  2.543,                0.98062,                0.03653,                0.76461,                 3.9234,              0.0021826,              0.0021826,              0.0021826
                    212,                0.66024,                0.88953,                0.07332,                0.39323,                 1.1738,                0.79992,                    0.8,                0.73262,                0.26447,                 0.9999,                      1,                  0.995,                0.78289,                 2.5438,                0.97886,                0.03641,                0.76571,                 3.9262,              0.0021405,              0.0021405,              0.0021405
                    213,                 0.6559,                 0.8742,                0.07364,                0.39297,                 1.1717,                0.79992,                    0.8,                0.73306,                0.26505,                 0.9999,                      1,                  0.995,                0.78375,                 2.5437,                0.97885,                 0.0368,                 0.7658,                  3.929,              0.0020987,              0.0020987,              0.0020987
                    214,                0.65709,                0.85742,                0.07128,                0.39307,                 1.1724,                0.79992,                    0.8,                0.73269,                0.26483,                 0.9999,                      1,                  0.995,                0.78264,                 2.5437,                0.97736,                0.03708,                0.76453,                  3.931,              0.0020572,              0.0020572,              0.0020572
                    215,                0.65049,                0.85131,                0.07155,                0.38859,                 1.1687,                0.79992,                    0.8,                0.73349,                0.26345,                 0.9999,                      1,                  0.995,                0.78254,                 2.5443,                0.97688,                0.03713,                0.76337,                 3.9336,              0.0020161,              0.0020161,              0.0020161
                    216,                0.64646,                0.84634,                 0.0719,                0.38697,                 1.1694,                0.79992,                    0.8,                0.73306,                0.26458,                 0.9999,                      1,                  0.995,                0.78306,                 2.5441,                0.97586,                0.03744,                0.76283,                  3.936,              0.0019753,              0.0019753,              0.0019753
                    217,                0.65015,                0.84723,                0.07355,                0.38806,                 1.1681,                0.79992,                    0.8,                0.73299,                0.26464,                0.99825,                0.99835,                0.99386,                0.78302,                 2.5433,                0.97563,                0.03775,                0.76361,                 3.9367,              0.0019349,              0.0019349,              0.0019349
                    218,                0.64848,                0.83674,                  0.071,                0.38603,                 1.1649,                0.79827,                0.79835,                0.72992,                0.26458,                 0.9999,                      1,                  0.995,                0.78236,                 2.5424,                0.97588,                0.03799,                0.76513,                 3.9371,              0.0018948,              0.0018948,              0.0018948
                    219,                 0.6471,                0.84362,                0.06924,                0.38708,                 1.1636,                0.79827,                0.79835,                0.72777,                0.26454,                 0.9999,                      1,                  0.995,                0.78296,                 2.5415,                0.97575,                0.03818,                0.76653,                  3.939,               0.001855,               0.001855,               0.001855
                    220,                0.64595,                0.82698,                0.06961,                0.38413,                 1.1656,                0.79661,                0.79669,                0.72654,                0.26454,                 0.9999,                      1,                  0.995,                0.78354,                 2.5413,                 0.9771,                0.03831,                0.76699,                 3.9414,              0.0018156,              0.0018156,              0.0018156
                    221,                0.64801,                0.82707,                 0.0693,                0.38728,                  1.165,                0.79992,                    0.8,                0.73104,                0.26502,                 0.9999,                      1,                  0.995,                0.78407,                 2.5407,                0.97616,                0.03833,                0.76674,                 3.9425,              0.0017765,              0.0017765,              0.0017765
                    222,                 0.6417,                0.81933,                0.06873,                0.38813,                 1.1621,                0.79661,                0.79669,                0.72759,                0.26461,                 0.9999,                      1,                  0.995,                0.78545,                 2.5413,                0.97631,                0.03828,                0.76641,                 3.9455,              0.0017378,              0.0017378,              0.0017378
                    223,                0.64275,                0.81508,                0.07044,                0.38547,                 1.1616,                0.79992,                    0.8,                0.73141,                0.26484,                 0.9999,                      1,                  0.995,                0.78509,                 2.5412,                0.97651,                0.03846,                0.76685,                  3.947,              0.0016995,              0.0016995,              0.0016995
                    224,                0.63728,                0.80988,                0.06729,                0.38281,                 1.1583,                0.79992,                    0.8,                0.73162,                0.26544,                 0.9999,                      1,                  0.995,                0.78397,                 2.5413,                0.97762,                0.03901,                0.76717,                 3.9493,              0.0016615,              0.0016615,              0.0016615
                    225,                0.64519,                0.80885,                0.06952,                0.38419,                 1.1661,                0.79827,                0.79835,                0.73088,                0.26513,                 0.9999,                      1,                  0.995,                0.78464,                 2.5397,                 0.9771,                0.03885,                 0.7692,                 3.9496,              0.0016239,              0.0016239,              0.0016239
                    226,                0.63731,                0.79988,                0.06666,                0.37961,                 1.1581,                0.79992,                    0.8,                 0.7336,                0.26526,                 0.9999,                      1,                  0.995,                0.78479,                 2.5383,                0.97612,                0.03881,                0.77019,                  3.951,              0.0015867,              0.0015867,              0.0015867
                    227,                0.63264,                0.78771,                0.06666,                0.37641,                  1.154,                0.79992,                    0.8,                0.73357,                0.26454,                 0.9999,                      1,                  0.995,                0.78555,                 2.5382,                0.97553,                0.03902,                0.77033,                 3.9535,              0.0015498,              0.0015498,              0.0015498
                    228,                0.62908,                0.78124,                0.06854,                0.37445,                 1.1518,                0.79827,                0.79835,                0.73164,                0.26506,                 0.9999,                      1,                  0.995,                0.78483,                 2.5366,                 0.9743,                0.03895,                0.77111,                 3.9538,              0.0015134,              0.0015134,              0.0015134
                    229,                0.63325,                0.79025,                0.06899,                0.37909,                 1.1598,                0.79827,                0.79835,                0.73137,                0.26459,                 0.9999,                      1,                  0.995,                0.78592,                 2.5361,                0.97308,                0.03877,                0.77179,                 3.9552,              0.0014773,              0.0014773,              0.0014773
                    230,                0.63446,                0.78555,                0.06767,                0.37771,                 1.1566,                0.79661,                0.79669,                 0.7297,                0.26445,                 0.9999,                      1,                  0.995,                 0.7842,                  2.537,                0.97319,                0.03921,                0.77069,                 3.9587,              0.0014416,              0.0014416,              0.0014416
                    231,                0.62954,                0.77503,                 0.0676,                0.37619,                 1.1547,                0.79496,                0.79504,                0.72866,                0.26465,                 0.9999,                      1,                  0.995,                0.78636,                 2.5366,                0.97487,                0.03952,                0.77116,                 3.9604,              0.0014063,              0.0014063,              0.0014063
                    232,                0.62365,                0.77077,                0.06675,                0.37564,                 1.1526,                0.79661,                0.79669,                0.73047,                0.26487,                 0.9999,                      1,                  0.995,                0.78589,                 2.5359,                0.97407,                0.03934,                0.77104,                 3.9609,              0.0013714,              0.0013714,              0.0013714
                    233,                0.63079,                0.76957,                0.06585,                0.37796,                 1.1553,                0.79661,                0.79669,                0.73084,                0.26527,                 0.9999,                      1,                  0.995,                0.78617,                 2.5358,                0.97348,                0.03959,                0.77024,                 3.9607,               0.001337,               0.001337,               0.001337
                    234,                0.62651,                0.75934,                0.06389,                0.37582,                  1.153,                0.79331,                0.79339,                0.72676,                0.26445,                 0.9999,                      1,                  0.995,                0.78635,                 2.5356,                0.97441,                0.03981,                0.77054,                 3.9633,              0.0013029,              0.0013029,              0.0013029
                    235,                0.62045,                0.75088,                0.06551,                0.37365,                 1.1463,                   0.79,                0.79008,                0.72181,                0.26397,                 0.9999,                      1,                  0.995,                 0.7865,                 2.5355,                 0.9751,                0.03991,                0.77089,                 3.9653,              0.0012692,              0.0012692,              0.0012692
                    236,                0.61998,                0.76987,                0.06601,                0.36857,                 1.1472,                   0.79,                0.79008,                 0.7211,                0.26358,                 0.9999,                      1,                  0.995,                0.78651,                 2.5345,                0.97386,                 0.0398,                0.77207,                 3.9649,               0.001236,               0.001236,               0.001236
                    237,                0.61782,                0.75183,                0.06513,                0.36767,                 1.1477,                0.79166,                0.79174,                0.72262,                0.26379,                 0.9999,                      1,                  0.995,                0.78597,                 2.5341,                0.97362,                0.03976,                0.77181,                 3.9656,              0.0012031,              0.0012031,              0.0012031
                    238,                0.61613,                0.74842,                0.06616,                0.36929,                 1.1451,                   0.79,                0.79008,                 0.7218,                0.26358,                 0.9999,                      1,                  0.995,                0.78617,                 2.5338,                0.97252,                0.03972,                0.77187,                 3.9673,              0.0011707,              0.0011707,              0.0011707
                    239,                0.61405,                0.73691,                0.06469,                0.36895,                 1.1445,                   0.79,                0.79008,                0.72306,                0.26431,                 0.9999,                      1,                  0.995,                0.78602,                 2.5328,                0.97295,                0.03963,                0.77266,                  3.968,              0.0011387,              0.0011387,              0.0011387
                    240,                0.61611,                0.73674,                0.06409,                0.36695,                 1.1497,                0.79166,                0.79174,                0.72597,                0.26466,                 0.9999,                      1,                  0.995,                 0.7866,                 2.5329,                0.97361,                0.03964,                 0.7722,                 3.9705,              0.0011072,              0.0011072,              0.0011072
                    241,                0.61652,                0.74893,                0.06369,                0.36889,                 1.1457,                0.79166,                0.79174,                0.72722,                0.26575,                 0.9999,                      1,                  0.995,                0.78416,                  2.533,                0.97468,                0.03954,                0.77252,                 3.9726,              0.0010761,              0.0010761,              0.0010761
                    242,                0.61869,                 0.7086,                 0.0634,                0.36924,                 1.1486,                0.79166,                0.79174,                0.72941,                0.26599,                 0.9999,                      1,                  0.995,                0.78482,                 2.5326,                0.97649,                0.03967,                0.77256,                 3.9744,              0.0010454,              0.0010454,              0.0010454
                    243,                0.61253,                0.72861,                0.06419,                0.36749,                 1.1462,                0.79166,                0.79174,                0.72804,                0.26551,                 0.9999,                      1,                  0.995,                0.78497,                 2.5325,                0.97599,                0.03963,                0.77335,                 3.9769,              0.0010151,              0.0010151,              0.0010151
                    244,                 0.6103,                0.71403,                0.06347,                0.36714,                 1.1456,                0.79166,                0.79174,                0.72725,                0.26548,                 0.9999,                      1,                  0.995,                0.78572,                 2.5327,                0.97532,                0.03945,                0.77253,                 3.9793,             0.00098531,             0.00098531,             0.00098531
                    245,                0.60921,                0.72398,                 0.0661,                0.36444,                 1.1414,                0.79166,                0.79174,                0.72624,                0.26535,                 0.9999,                      1,                  0.995,                0.78584,                 2.5318,                0.97573,                0.03952,                0.77342,                 3.9797,             0.00095595,             0.00095595,             0.00095595
                    246,                0.60927,                 0.7048,                 0.0625,                0.36222,                 1.1405,                0.79166,                0.79174,                0.72506,                0.26505,                 0.9999,                      1,                  0.995,                0.78616,                  2.531,                0.97539,                0.03942,                0.77399,                 3.9808,             0.00092704,             0.00092704,             0.00092704
                    247,                0.60793,                0.70261,                0.06282,                0.36087,                 1.1422,                0.79166,                0.79174,                0.72458,                0.26478,                 0.9999,                      1,                  0.995,                0.78591,                 2.5308,                0.97625,                0.03964,                0.77381,                 3.9827,             0.00089858,             0.00089858,             0.00089858
                    248,                0.59678,                0.69151,                0.06233,                0.35589,                 1.1346,                0.79331,                0.79339,                0.72685,                0.26476,                 0.9999,                      1,                  0.995,                0.78492,                 2.5302,                0.97634,                0.03943,                0.77607,                 3.9852,             0.00087058,             0.00087058,             0.00087058
                    249,                0.60702,                0.70764,                0.06223,                0.36465,                 1.1435,                0.79496,                0.79504,                0.72812,                 0.2651,                 0.9999,                      1,                  0.995,                 0.7856,                 2.5303,                0.97596,                0.03941,                0.77622,                  3.988,             0.00084303,             0.00084303,             0.00084303
                    250,                 0.5995,                0.67718,                0.06199,                0.35728,                 1.1348,                0.79496,                0.79504,                0.72685,                0.26436,                 0.9999,                      1,                  0.995,                 0.7852,                 2.5319,                0.98012,                0.04034,                0.77484,                 3.9939,             0.00081595,             0.00081595,             0.00081595
                    251,                0.60652,                0.70048,                0.06349,                0.36201,                 1.1392,                0.79661,                0.79669,                0.72971,                0.26432,                 0.9999,                      1,                  0.995,                0.78412,                 2.5317,                0.97961,                0.03992,                0.77637,                 3.9961,             0.00078933,             0.00078933,             0.00078933
                    252,                0.60333,                0.68805,                0.06275,                0.36158,                 1.1357,                0.79661,                0.79669,                0.72962,                0.26402,                 0.9999,                      1,                  0.995,                0.78335,                 2.5339,                0.98317,                0.04039,                0.77456,                 4.0035,             0.00076317,             0.00076317,             0.00076317
                    253,                0.60547,                0.69953,                0.06196,                0.36582,                 1.1423,                0.79827,                0.79835,                0.73102,                0.26383,                 0.9999,                      1,                  0.995,                0.78341,                 2.5341,                 0.9842,                0.04064,                0.77531,                 4.0069,             0.00073749,             0.00073749,             0.00073749
                    254,                0.59635,                0.68683,                0.06122,                0.35655,                 1.1334,                0.79827,                0.79835,                 0.7293,                 0.2636,                 0.9999,                      1,                  0.995,                0.78303,                 2.5338,                0.98574,                 0.0407,                0.77582,                 4.0091,             0.00071228,             0.00071228,             0.00071228
                    255,                0.59859,                0.68835,                0.06214,                0.35755,                 1.1355,                0.79661,                0.79669,                0.72805,                0.26343,                 0.9999,                      1,                  0.995,                0.78211,                 2.5331,                0.98543,                0.04054,                 0.7761,                 4.0099,             0.00068755,             0.00068755,             0.00068755
                    256,                0.59434,                 0.6753,                0.06024,                0.35523,                 1.1323,                0.79661,                0.79669,                0.72793,                0.26335,                 0.9999,                      1,                  0.995,                0.78193,                 2.5322,                0.98586,                0.04049,                0.77672,                 4.0109,             0.00066329,             0.00066329,             0.00066329
                    257,                0.59297,                0.64901,                0.05983,                0.35374,                  1.129,                0.79661,                0.79669,                0.72859,                0.26364,                 0.9999,                      1,                  0.995,                0.78187,                 2.5323,                0.98622,                0.04044,                0.77629,                 4.0132,             0.00063952,             0.00063952,             0.00063952
                    258,                0.59505,                0.66457,                0.05959,                0.35483,                 1.1341,                0.79827,                0.79835,                0.73168,                0.26378,                 0.9999,                      1,                  0.995,                0.78024,                  2.533,                0.98808,                0.04061,                0.77593,                 4.0186,             0.00061623,             0.00061623,             0.00061623
                    259,                0.59491,                0.66174,                0.05996,                0.35444,                 1.1346,                0.79661,                0.79669,                0.73136,                0.26438,                 0.9999,                      1,                  0.995,                0.77986,                 2.5328,                0.98869,                0.04059,                 0.7771,                 4.0213,             0.00059342,             0.00059342,             0.00059342
                    260,                0.59523,                0.67748,                0.06241,                 0.3532,                 1.1327,                0.79661,                0.79669,                 0.7318,                0.26472,                 0.9999,                      1,                  0.995,                0.77952,                 2.5325,                0.98935,                0.04053,                0.77782,                 4.0243,             0.00057111,             0.00057111,             0.00057111
                    261,                0.59689,                 0.6531,                0.05967,                0.35366,                 1.1352,                0.79827,                0.79835,                0.73475,                0.26528,                 0.9999,                      1,                  0.995,                0.77836,                 2.5323,                0.98925,                0.04052,                0.77799,                 4.0261,             0.00054928,             0.00054928,             0.00054928
                    262,                0.59322,                0.66788,                0.05921,                0.35578,                 1.1295,                0.79992,                    0.8,                0.73686,                0.26489,                 0.9999,                      1,                  0.995,                0.77862,                 2.5325,                0.99156,                0.04083,                0.77729,                  4.029,             0.00052795,             0.00052795,             0.00052795
                    263,                0.59355,                0.64058,                0.05755,                0.35156,                 1.1282,                0.79827,                0.79835,                0.73572,                 0.2651,                 0.9999,                      1,                  0.995,                  0.778,                 2.5319,                0.99293,                0.04067,                0.77781,                 4.0306,             0.00050711,             0.00050711,             0.00050711
                    264,                0.59131,                0.64418,                0.05888,                0.35446,                 1.1309,                0.79827,                0.79835,                0.73586,                0.26487,                 0.9999,                      1,                  0.995,                0.77622,                 2.5316,                0.99314,                0.04075,                 0.7784,                 4.0329,             0.00048678,             0.00048678,             0.00048678
                    265,                0.58796,                0.64768,                 0.0596,                0.35334,                 1.1322,                0.79992,                    0.8,                0.73853,                0.26495,                 0.9999,                      1,                  0.995,                0.77698,                 2.5314,                0.99357,                 0.0408,                 0.7784,                 4.0346,             0.00046694,             0.00046694,             0.00046694
                    266,                0.58827,                0.65697,                0.05865,                0.35081,                 1.1279,                0.79827,                0.79835,                0.73736,                 0.2651,                 0.9999,                      1,                  0.995,                0.77729,                 2.5306,                0.99473,                0.04067,                0.77954,                 4.0369,             0.00044761,             0.00044761,             0.00044761
                    267,                0.58296,                0.65353,                0.05862,                0.35027,                 1.1241,                0.79992,                    0.8,                0.73942,                 0.2651,                 0.9999,                      1,                  0.995,                0.77703,                 2.5304,                0.99798,                0.04085,                0.77909,                  4.039,             0.00042878,             0.00042878,             0.00042878
                    268,                0.58421,                0.65582,                0.05925,                0.34807,                 1.1264,                0.79992,                    0.8,                0.73948,                0.26499,                 0.9999,                      1,                  0.995,                0.77617,                 2.5298,                0.99852,                0.04085,                0.77932,                 4.0404,             0.00041045,             0.00041045,             0.00041045
                    269,                0.58374,                0.64718,                0.06046,                0.34774,                 1.1241,                0.79827,                0.79835,                0.73839,                0.26501,                 0.9999,                      1,                  0.995,                0.77546,                 2.5302,                 1.0002,                0.04084,                 0.7786,                 4.0432,             0.00039264,             0.00039264,             0.00039264
                    270,                0.58495,                0.63541,                0.05884,                0.34821,                 1.1252,                0.79992,                    0.8,                0.74062,                0.26582,                 0.9999,                      1,                  0.995,                0.77547,                 2.5298,                 1.0009,                0.04078,                0.77894,                 4.0449,             0.00037534,             0.00037534,             0.00037534
                    271,                0.58636,                0.63493,                 0.0596,                 0.3499,                 1.1262,                0.79992,                    0.8,                0.74016,                0.26525,                 0.9999,                      1,                  0.995,                0.77451,                 2.5295,                 1.0016,                0.04048,                0.78017,                 4.0471,             0.00035855,             0.00035855,             0.00035855
                    272,                0.58902,                0.65348,                0.06005,                0.34649,                 1.1279,                0.79992,                    0.8,                0.73982,                0.26526,                 0.9999,                      1,                  0.995,                0.77384,                  2.529,                  1.003,                0.04051,                0.78012,                 4.0484,             0.00034227,             0.00034227,             0.00034227
                    273,                0.58074,                  0.638,                0.05871,                 0.3497,                 1.1278,                0.79992,                    0.8,                0.74138,                0.26511,                 0.9999,                      1,                  0.995,                0.77297,                 2.5301,                 1.0057,                0.04072,                0.77989,                 4.0529,             0.00032651,             0.00032651,             0.00032651
                    274,                0.58524,                  0.623,                0.05882,                0.34965,                 1.1272,                0.79992,                    0.8,                0.74156,                0.26547,                 0.9999,                      1,                  0.995,                0.77321,                 2.5304,                 1.0076,                0.04074,                0.78069,                 4.0559,             0.00031127,             0.00031127,             0.00031127
                    275,                0.57608,                0.63467,                0.05929,                0.34718,                 1.1237,                0.79992,                    0.8,                0.74144,                0.26541,                 0.9999,                      1,                  0.995,                0.77266,                 2.5307,                  1.012,                0.04135,                0.78068,                 4.0596,             0.00029655,             0.00029655,             0.00029655
                    276,                0.57678,                 0.6157,                 0.0571,                0.34516,                 1.1207,                0.79992,                    0.8,                0.74177,                0.26558,                 0.9999,                      1,                  0.995,                0.77213,                 2.5307,                 1.0135,                0.04142,                0.78063,                 4.0627,             0.00028235,             0.00028235,             0.00028235
                    277,                0.57675,                0.62498,                0.05751,                 0.3428,                 1.1178,                0.79992,                    0.8,                0.74153,                0.26533,                 0.9999,                      1,                  0.995,                0.77195,                 2.5315,                 1.0154,                0.04154,                0.78126,                 4.0673,             0.00026867,             0.00026867,             0.00026867
                    278,                0.57587,                0.62312,                0.05854,                0.34512,                 1.1222,                0.79992,                    0.8,                0.74269,                0.26567,                 0.9999,                      1,                  0.995,                0.77232,                 2.5311,                 1.0181,                0.04159,                0.78203,                 4.0707,             0.00025551,             0.00025551,             0.00025551
                    279,                0.57555,                0.60928,                0.05657,                0.34384,                 1.1206,                0.79992,                    0.8,                0.74256,                 0.2658,                 0.9999,                      1,                  0.995,                0.77164,                 2.5312,                 1.0204,                0.04123,                0.78255,                 4.0743,             0.00024289,             0.00024289,             0.00024289
                    280,                0.57229,                0.61216,                0.05714,                0.34192,                 1.1202,                0.79992,                    0.8,                0.74241,                0.26579,                 0.9999,                      1,                  0.995,                 0.7713,                 2.5314,                  1.024,                0.04184,                0.78277,                 4.0778,             0.00023078,             0.00023078,             0.00023078
                    281,                  0.579,                0.62396,                0.05679,                0.34357,                 1.1215,                0.79992,                    0.8,                0.74253,                0.26598,                 0.9999,                      1,                  0.995,                0.77038,                 2.5309,                 1.0258,                0.04182,                0.78304,                 4.0795,             0.00021921,             0.00021921,             0.00021921
                    282,                0.57749,                0.62422,                0.05864,                0.34765,                 1.1239,                0.79992,                    0.8,                0.74216,                0.26614,                 0.9999,                      1,                  0.995,                0.77049,                 2.5308,                 1.0279,                0.04185,                0.78297,                 4.0819,             0.00020817,             0.00020817,             0.00020817
                    283,                0.57494,                0.61336,                0.05701,                0.34307,                 1.1215,                0.79992,                    0.8,                 0.7415,                 0.2659,                 0.9999,                      1,                  0.995,                0.76861,                 2.5307,                 1.0308,                0.04177,                0.78375,                 4.0846,             0.00019766,             0.00019766,             0.00019766
                    284,                0.57376,                0.60866,                 0.0564,                0.34221,                  1.119,                0.79992,                    0.8,                0.74217,                 0.2662,                 0.9999,                      1,                  0.995,                0.76958,                 2.5304,                 1.0333,                0.04169,                 0.7847,                 4.0868,             0.00018768,             0.00018768,             0.00018768
                    285,                0.56823,                0.61233,                 0.0592,                0.34045,                 1.1127,                0.79992,                    0.8,                0.74138,                0.26584,                 0.9999,                      1,                  0.995,                0.76743,                 2.5305,                 1.0358,                0.04172,                0.78476,                  4.089,             0.00017823,             0.00017823,             0.00017823
